attrInteger,attrInteger,attrInteger,attrInteger
961471,32,96147100,961472
1634884,949,163488400,1634885
1761696,28,176169600,1761697
1232145,726,123214500,1232146
1519820,827,151982000,1519821
1893724,735,189372400,1893725
1292962,623,129296200,1292963
1269661,705,126966100,1269662
1753957,289,175395700,1753958
1889454,823,188945400,1889455
1112243,546,111224300,1112244
757599,569,75759900,757600
1064579,468,106457900,1064580
1682276,869,168227600,1682277
1964008,183,196400800,1964009
80280,605,8028000,80281
1969024,553,196902400,1969025
1197200,627,119720000,1197201
829178,60,82917800,829179
763451,738,76345100,763452
206504,6,20650400,206505
1138722,955,113872200,1138723
818423,59,81842300,818424
750540,533,75054000,750541
496269,184,49626900,496270
1572261,705,157226100,1572262
1276543,470,127654300,1276544
690628,840,69062800,690629
1097240,243,109724000,1097241
1289141,598,128914100,1289142
325201,345,32520100,325202
968682,960,96868200,968683
630817,849,63081700,630818
1323790,890,132379000,1323791
1288050,814,128805000,1288051
1304976,993,130497600,1304977
1519086,119,151908600,1519087
559897,166,55989700,559898
402071,133,40207100,402072
1967129,60,196712900,1967130
1531502,35,153150200,1531503
641952,430,64195200,641953
556605,324,55660500,556606
662252,959,66225200,662253
866121,871,86612100,866122
1950289,864,195028900,1950290
154591,867,15459100,154592
202316,292,20231600,202317
165776,122,16577600,165777
719751,140,71975100,719752
242523,11,24252300,242524
1334678,306,133467800,1334679
1131537,299,113153700,1131538
1276385,406,127638500,1276386
1150460,417,115046000,1150461
1946659,827,194665900,1946660
789185,390,78918500,789186
191311,662,19131100,191312
757936,131,75793600,757937
1908664,233,190866400,1908665
1827193,592,182719300,1827194
437824,144,43782400,437825
1462008,776,146200800,1462009
1076050,659,107605000,1076051
1662948,522,166294800,1662949
1933919,164,193391900,1933920
1631671,845,163167100,1631672
449628,762,44962800,449629
1288997,793,128899700,1288998
1214700,38,121470000,1214701
1304762,497,130476200,1304763
173610,100,17361000,173611
1747965,342,174796500,1747966
1365661,630,136566100,1365662
569063,356,56906300,569064
432805,648,43280500,432806
200569,401,20056900,200570
1358303,144,135830300,1358304
1127270,716,112727000,1127271
1226107,587,122610700,1226108
714967,110,71496700,714968
741370,710,74137000,741371
1569342,723,156934200,1569343
1732938,472,173293800,1732939
1656371,911,165637100,1656372
1327977,375,132797700,1327967
1856640,351,185664000,1856641
835361,946,83536100,835362
132623,9,13262300,132624
1224676,676,122467600,1224677
986445,32,98644500,986446
303287,699,30328700,303288
772269,191,77226900,772270
84854,960,8485400,84855
1495199,963,149519900,1495200
1305547,165,130554700,1305548
1088565,665,108856500,1088566
333088,76,33308800,333089
1699600,633,169960000,1699601
1484068,808,148406800,1484069
1780373,97,178037300,1780374
16553,12,1655300,16554
742620,982,74262000,742621
668283,649,66828300,668284
736326,540,73632600,736327
1233517,289,123351700,1233518
835679,107,83567900,835680
818454,986,81845400,818455
1464432,201,146443200,1464433
636229,562,63622900,636230
933349,737,93334900,933350
180166,511,18016600,180167
1923487,524,192348700,1923488
733451,691,73345100,733452
97726,518,9772600,97727
1577506,880,157750600,1577507
770654,128,77065400,770655
333075,41,33307500,333076
1848148,939,184814800,1848149
136570,391,13657000,136571
362374,239,36237400,362375
1896601,413,189660100,1896602
1937204,630,193720400,1937205
1855985,47,185598500,1855986
1485456,958,148545600,1485457
1485615,495,148561500,1485616
1541694,661,154169400,1541695
466298,436,46629800,466299
206751,758,20675100,206752
1156601,7,115660100,1156602
663301,800,66330100,663302
1845213,579,184521300,1845214
588491,504,58849100,588492
1191560,762,119156000,1191561
1589135,498,158913500,1589136
1605799,476,160579900,1605800
37409,357,3740900,37410
965844,570,96584400,965845
1701063,655,170106300,1701064
768973,790,76897300,768974
1504090,110,150409000,1504091
1424711,282,142471100,1424712
547658,862,54765800,547659
664539,697,66453900,664540
1848989,923,184898900,1848990
331411,437,33141100,331412
1210785,865,121078500,1210786
684958,9,68495800,684959
1163381,196,116338100,1163382
1815684,836,181568400,1815685
712800,94,71280000,712801
911413,268,91141300,911414
1398467,602,139846700,1398468
1482994,87,148299400,1482995
108398,267,10839800,108399
555649,905,55564900,555650
1806066,785,180606600,1806067
42167,928,4216700,42168
1044065,896,104406500,1044055
816613,73,81661300,816614
1155297,108,115529700,1155298
1298519,462,129851900,1298520
1819348,49,181934800,1819349
94844,833,9484400,94845
1913753,31,191375300,1913754
92188,853,9218800,92189
944616,973,94461600,944617
1623487,583,162348700,1623488
1285255,650,128525500,1285256
1193290,290,119329000,1193291
672890,560,67289000,672891
607751,633,60775100,607752
1478068,341,147806800,1478069
487613,714,48761300,487614
1396154,787,139615400,1396155
909646,46,90964600,909647
836379,476,83637900,836380
500515,554,50051500,500516
183868,198,18386800,183869
1544031,663,154403100,1544032
580729,49,58072900,580730
855717,751,85571700,855718
1612382,304,161238200,1612383
1960376,126,196037600,1960377
216832,264,21683200,216833
99886,122,9988600,99887
761485,579,76148500,761486
263686,524,26368600,263687
978183,732,97818300,978184
596715,909,59671500,596716
813895,486,81389500,813896
1257038,553,125703800,1257039
1591124,694,159112400,1591125
255625,41,25562500,255626
1759269,484,175926900,1759270
1564241,753,156424100,1564242
1567834,42,156783400,1567835
394075,969,39407500,394076
1451929,764,145192900,1451930
1201393,457,120139300,1201394
1988469,713,198846900,1988470
731177,645,73117700,731178
671892,819,67189200,671893
1276094,531,127609400,1276095
1790433,470,179043300,1790434
733763,662,73376300,733764
126526,634,12652600,126527
555740,514,55574000,555741
548413,477,54841300,548414
1413483,863,141348300,1413484
1494092,311,149409200,1494093
638640,533,63864000,638641
1879965,795,187996500,1879966
1665225,591,166522500,1665226
749499,556,74949900,749500
1952595,781,195259500,1952596
383340,152,38334000,383341
1352694,942,135269400,1352695
1054190,416,105419000,1054191
1690754,783,169075400,1690755
845350,612,84535000,845351
1155961,913,115596100,1155962
1906740,939,190674000,1906741
516417,181,51641700,516418
632298,971,63229800,632299
487347,418,48734700,487348
526019,354,52601900,526020
1411387,745,141138700,1411388
1932424,815,193242400,1932425
184724,85,18472400,184725
326997,639,32699700,326998
620463,300,62046300,620464
523292,225,52329200,523293
1710957,250,171095700,1710958
577609,299,57760900,577610
1027348,753,102734800,1027349
543057,704,54305700,543058
1441576,685,144157600,1441577
900387,432,90038700,900388
581745,930,58174500,581746
577892,301,57789200,577893
1251172,306,125117200,1251173
1176106,356,117610600,1176107
701124,710,70112400,701125
325108,229,32510800,325109
1936048,443,193604800,1936049
1800689,62,180068900,1800690
171187,44,17118700,171188
128777,62,12877700,128778
757161,448,75716100,757162
1332052,18,133205200,1332053
319063,497,31906300,319064
514561,482,51456100,514562
929568,9,92956800,929569
1433786,539,143378600,1433787
946845,71,94684500,946846
1606959,869,160695900,1606960
734397,609,73439700,734398
1850892,26,185089200,1850893
633199,530,63319900,633200
808073,125,80807300,808074
875139,339,87513900,875140
300938,891,30093800,300939
82421,784,8242100,82422
1910117,73,191011700,1910118
41396,909,4139600,41397
464029,22,46402900,464030
1693073,83,169307300,1693074
81295,844,8129500,81296
168207,661,16820700,168208
895357,904,89535700,895358
953460,814,95346000,953461
814665,853,81466500,814666
858570,12,85857000,858571
974519,328,97451900,974520
758151,822,75815100,758152
1692592,33,169259200,1692593
522608,639,52260800,522609
1416535,615,141653500,1416536
107822,347,10782200,107823
546240,944,54624000,546241
1385354,448,138535400,1385355
1968008,399,196800800,1968009
1237557,211,123755700,1237558
793466,519,79346600,793467
922317,921,92231700,922318
1278595,473,127859500,1278596
1694247,401,169424700,1694248
1565871,49,156587100,1565872
221922,99,22192200,221923
257258,505,25725800,257248
87776,575,8777600,87766
1893489,114,189348900,1893490
1183569,201,118356900,1183570
1766474,18,176647400,1766475
1019619,893,101961900,1019620
1926976,189,192697600,1926977
584470,857,58447000,584471
539076,134,53907600,539077
1430727,302,143072700,1430728
986825,291,98682500,986815
1661935,746,166193500,1661936
1565631,538,156563100,1565632
93095,963,9309500,93096
581549,930,58154900,581550
205384,606,20538400,205385
1801586,277,180158600,1801587
1991903,651,199190300,1991904
1059628,868,105962800,1059629
1487717,626,148771700,1487718
528722,731,52872200,528723
1037677,636,103767700,1037667
889640,439,88964000,889641
586365,947,58636500,586366
1854986,619,185498600,1854987
926049,436,92604900,926050
1884129,761,188412900,1884130
352696,733,35269600,352697
1988341,436,198834100,1988342
1157031,533,115703100,1157032
706336,958,70633600,706337
1001090,616,100109000,1001091
933546,301,93354600,933547
830446,118,83044600,830447
1219538,142,121953800,1219539
686039,868,68603900,686040
1621654,277,162165400,1621655
1928386,296,192838600,1928387
1986373,580,198637300,1986374
268228,329,26822800,268229
1119306,459,111930600,1119307
437477,102,43747700,437478
455307,157,45530700,455308
186489,284,18648900,186490
723117,776,72311700,723118
1097296,606,109729600,1097286
1715620,80,171562000,1715621
139571,674,13957100,139572
956000,731,95600000,956001
1388576,68,138857600,1388577
61814,931,6181400,61815
1779384,176,177938400,1779385
431451,355,43145100,431452
528641,325,52864100,528642
649826,193,64982600,649827
1480633,793,148063300,1480634
1881942,99,188194200,1881943
515834,696,51583400,515835
1530118,951,153011800,1530119
1441135,551,144113500,1441136
941512,547,94151200,941513
593444,235,59344400,593445
145613,619,14561300,145614
593391,98,59339100,593392
156373,908,15637300,156374
944482,211,94448200,944483
150116,120,15011600,150117
1921888,526,192188800,1921889
1715981,124,171598100,1715982
1608206,879,160820600,1608207
1735163,972,173516300,1735164
315004,30,31500400,315005
1352614,758,135261400,1352615
1930236,508,193023600,1930237
815393,882,81539300,815394
111502,115,11150200,111503
907181,942,90718100,907182
1281700,780,128170000,1281701
1191483,490,119148300,1191484
1407876,44,140787600,1407877
1622152,982,162215200,1622153
548397,231,54839700,548398
1777957,779,177795700,1777958
1948356,637,194835600,1948357
1303775,800,130377500,1303776
1112438,763,111243800,1112439
1293522,352,129352200,1293523
1398852,296,139885200,1398853
67991,378,6799100,67992
1698112,760,169811200,1698113
1923038,897,192303800,1923039
711211,894,71121100,711212
596852,943,59685200,596853
113324,246,11332400,113325
1178718,651,117871800,1178719
1226911,536,122691100,1226912
967147,205,96714700,967148
1210243,907,121024300,1210244
1565835,337,156583500,1565836
1119059,182,111905900,1119060
883827,155,88382700,883828
1756815,841,175681500,1756816
866534,1,86653400,866535
1179868,603,117986800,1179869
986285,444,98628500,986286
933493,871,93349300,933494
834924,218,83492400,834925
755109,6,75510900,755110
1110344,848,111034400,1110345
983595,370,98359500,983596
849549,722,84954900,849550
50183,163,5018300,50184
110985,388,11098500,110986
1911141,652,191114100,1911142
1336597,828,133659700,1336598
1923659,352,192365900,1923660
389099,964,38909900,389100
1900600,518,190060000,1900601
1299909,422,129990900,1299910
660119,806,66011900,660109
1780449,837,178044900,1780450
502967,844,50296700,502968
388951,8,38895100,388952
1599948,849,159994800,1599949
193564,547,19356400,193565
1073834,123,107383400,1073835
1114429,629,111442900,1114430
1148322,182,114832200,1148323
572852,171,57285200,572853
395396,632,39539600,395397
557187,728,55718700,557188
438208,774,43820800,438198
1050536,530,105053600,1050537
92309,445,9230900,92310
1478349,148,147834900,1478350
1836743,338,183674300,1836744
1820942,715,182094200,1820943
479615,639,47961500,479616
198392,454,19839200,198393
1273466,36,127346600,1273467
1441703,961,144170300,1441704
43770,801,4377000,43771
500819,530,50081900,500820
1055076,286,105507600,1055077
1338207,380,133820700,1338208
1537080,828,153708000,1537081
654825,866,65482500,654826
538343,744,53834300,538344
185847,892,18584700,185848
1079079,97,107907900,1079080
962987,728,96298700,962988
1483996,380,148399600,1483997
1114450,899,111445000,1114451
1716776,723,171677600,1716777
1468039,614,146803900,1468040
1135826,622,113582600,1135827
1759379,443,175937900,1759380
443090,198,44309000,443091
1153133,659,115313300,1153134
1510108,860,151010800,1510109
896672,16,89667200,896673
23411,868,2341100,23412
870524,123,87052400,870525
701947,999,70194700,701948
552743,275,55274300,552744
1528634,314,152863400,1528635
1428030,233,142803000,1428031
1893581,480,189358100,1893582
1066868,543,106686800,1066869
1472963,328,147296300,1472964
1676168,392,167616800,1676169
397223,956,39722300,397224
1145036,69,114503600,1145026
710279,922,71027900,710280
1472898,609,147289800,1472899
554278,635,55427800,554279
267455,459,26745500,267456
771420,610,77142000,771421
405619,921,40561900,405620
809685,327,80968500,809686
65100,678,6510000,65101
1371592,930,137159200,1371593
1725008,813,172500800,1725009
1234922,165,123492200,1234923
897324,309,89732400,897325
121022,575,12102200,121023
153661,189,15366100,153662
524185,814,52418500,524186
707748,970,70774800,707749
1261323,244,126132300,1261324
1846770,614,184677000,1846771
1157954,663,115795400,1157955
533110,880,53311000,533111
1497445,805,149744500,1497446
367547,250,36754700,367548
1937542,125,193754200,1937543
1214989,170,121498900,1214990
600930,298,60093000,600931
1817274,581,181727400,1817275
1345707,5,134570700,1345708
1586403,219,158640300,1586404
1750548,820,175054800,1750549
685496,935,68549600,685497
994598,252,99459800,994599
1758731,513,175873100,1758732
1167536,570,116753600,1167537
745689,673,74568900,745690
1921855,652,192185500,1921856
1622579,983,162257900,1622580
491764,784,49176400,491765
432254,17,43225400,432255
1152532,476,115253200,1152533
1899585,157,189958500,1899586
1693071,75,169307100,1693072
1555669,747,155566900,1555670
1659534,27,165953400,1659535
784822,525,78482200,784823
761736,68,76173600,761737
184072,355,18407200,184073
1223533,615,122353300,1223534
203673,307,20367300,203674
1068996,320,106899600,1068997
949854,527,94985400,949855
1712081,601,171208100,1712082
1968698,468,196869800,1968699
1366749,13,136674900,1366750
16380,727,1638000,16381
1613390,186,161339000,1613391
1886857,716,188685700,1886847
1750846,650,175084600,1750847
1917127,444,191712700,1917128
153005,42,15300500,153006
1472206,972,147220600,1472207
478979,722,47897900,478980
1963969,525,196396900,1963970
1706030,964,170603000,1706031
1770967,656,177096700,1770968
967116,245,96711600,967117
465779,588,46577900,465780
796508,374,79650800,796509
991361,229,99136100,991362
1302695,787,130269500,1302696
244342,945,24434200,244343
873310,828,87331000,873311
1318878,361,131887800,1318868
382198,356,38219800,382199
366017,66,36601700,366018
1260097,22,126009700,1260098
1747544,991,174754400,1747545
426422,109,42642200,426423
352989,367,35298900,352990
631320,205,63132000,631321
1805029,617,180502900,1805030
421304,664,42130400,421305
1304503,304,130450300,1304504
819052,259,81905200,819053
1673773,132,167377300,1673774
1851988,263,185198800,1851989
1815043,798,181504300,1815044
1389260,783,138926000,1389261
415789,296,41578900,415790
658398,906,65839800,658399
168838,965,16883800,168839
604719,659,60471900,604720
1950474,284,195047400,1950464
1059754,984,105975400,1059755
1745071,864,174507100,1745072
166558,49,16655800,166559
112888,851,11288800,112889
848396,607,84839600,848397
1978412,27,197841200,1978413
1312698,351,131269800,1312699
1008748,890,100874800,1008749
1459214,627,145921400,1459215
1589427,347,158942700,1589428
1453069,674,145306900,1453070
1216568,443,121656800,1216569
1410556,902,141055600,1410557
1925451,13,192545100,1925452
13758,435,1375800,13759
1883166,118,188316600,1883167
943996,701,94399600,943997
79168,176,7916800,79169
1542117,997,154211700,1542118
1298578,446,129857800,1298579
1548387,829,154838700,1548388
794529,956,79452900,794530
1253766,642,125376600,1253767
947603,12,94760300,947604
484709,606,48470900,484710
1364027,906,136402700,1364028
62993,938,6299300,62994
1222906,936,122290600,1222907
906114,474,90611400,906115
858778,308,85877800,858779
274107,165,27410700,274108
768939,5,76893900,768940
1245693,804,124569300,1245694
1811777,468,181177700,1811778
1426832,529,142683200,1426833
894098,233,89409800,894099
984546,126,98454600,984547
1419957,664,141995700,1419958
739488,227,73948800,739489
730284,630,73028400,730285
1430567,859,143056700,1430568
308583,130,30858300,308584
12331,275,1233100,12332
1393524,537,139352400,1393525
1178886,592,117888600,1178876
648806,589,64880600,648807
741762,344,74176200,741763
85137,487,8513700,85138
1298134,870,129813400,1298135
1044089,367,104408900,1044090
111946,455,11194600,111947
845546,224,84554600,845547
1760883,961,176088300,1760884
1937876,154,193787600,1937877
1859568,294,185956800,1859569
1431122,765,143112200,1431123
1204956,13,120495600,1204957
1646418,70,164641800,1646419
1416921,244,141692100,1416922
1108014,436,110801400,1108015
1788894,310,178889400,1788895
163607,853,16360700,163608
680577,411,68057700,680578
1096507,254,109650700,1096508
1831982,39,183198200,1831983
1725081,256,172508100,1725082
1900450,988,190045000,1900451
813790,10,81379000,813791
1928433,717,192843300,1928434
69021,76,6902100,69022
512139,649,51213900,512140
1577028,278,157702800,1577029
534879,817,53487900,534880
1147767,603,114776700,1147768
133341,302,13334100,133342
1624770,171,162477000,1624771
957978,147,95797800,957968
889404,863,88940400,889405
1746888,753,174688800,1746889
649938,660,64993800,649939
1792801,235,179280100,1792802
1515704,829,151570400,1515705
1224811,265,122481100,1224812
1065617,423,106561700,1065618
808247,449,80824700,808248
807010,751,80701000,807011
1269409,289,126940900,1269410
1316493,747,131649300,1316494
546431,306,54643100,546432
1268740,954,126874000,1268741
314920,342,31492000,314921
1819291,825,181929100,1819292
215638,544,21563800,215639
636307,315,63630700,636308
616516,486,61651600,616517
1800211,998,180021100,1800212
1064542,297,106454200,1064532
124137,47,12413700,124138
1084030,228,108403000,1084031
812833,526,81283300,812834
1707239,228,170723900,1707240
453860,703,45386000,453861
896793,506,89679300,896794
1954413,576,195441300,1954414
1195916,557,119591600,1195917
446893,69,44689300,446894
1952521,355,195252100,1952522
544402,100,54440200,544403
1884393,154,188439300,1884394
358573,502,35857300,358574
903041,794,90304100,903042
1038552,425,103855200,1038553
781971,730,78197100,781972
193341,190,19334100,193342
674030,232,67403000,674031
63545,590,6354500,63546
1872112,763,187211200,1872113
374863,365,37486300,374864
1079082,371,107908200,1079072
295499,346,29549900,295500
922271,298,92227100,922261
1242696,643,124269600,1242697
163256,81,16325600,163257
291807,9,29180700,291808
983928,106,98392800,983929
1286173,345,128617300,1286174
465020,345,46502000,465021
571275,270,57127500,571276
1777573,889,177757300,1777574
1603108,939,160310800,1603109
132758,134,13275800,132759
739682,241,73968200,739683
1098101,882,109810100,1098102
682457,611,68245700,682458
457068,555,45706800,457069
825121,442,82512100,825122
1078450,757,107845000,1078451
523413,978,52341300,523414
1475313,611,147531300,1475314
1105160,753,110516000,1105161
729749,627,72974900,729750
1902180,263,190218000,1902181
1785813,604,178581300,1785814
1383612,951,138361200,1383613
575869,463,57586900,575859
54040,581,5404000,54041
1137533,996,113753300,1137534
97093,305,9709300,97094
1080376,101,108037600,1080377
754845,592,75484500,754846
911573,510,91157300,911574
614447,5,61444700,614448
215407,304,21540700,215408
1649403,32,164940300,1649404
587380,933,58738000,587381
1087340,762,108734000,1087341
964116,30,96411600,964117
1975765,61,197576500,1975766
292657,925,29265700,292658
1122161,199,112216100,1122162
582697,383,58269700,582698
1360069,169,136006900,1360070
76280,415,7628000,76281
695904,293,69590400,695905
110439,311,11043900,110440
985935,205,98593500,985936
506345,159,50634500,506346
1082789,759,108278900,1082790
1311614,290,131161400,1311615
1774408,613,177440800,1774409
1166656,22,116665600,1166657
403753,340,40375300,403754
1939118,254,193911800,1939119
1797253,992,179725300,1797254
1981980,182,198198000,1981981
1014178,721,101417800,1014179
1243821,311,124382100,1243822
1919685,794,191968500,1919686
915230,656,91523000,915231
309133,172,30913300,309134
1049683,686,104968300,1049684
689612,730,68961200,689613
717509,908,71750900,717510
1104108,584,110410800,1104109
72666,392,7266600,72667
1444173,42,144417300,1444174
263771,400,26377100,263772
1126967,774,112696700,1126968
786239,628,78623900,786240
124671,516,12467100,124672
1727922,594,172792200,1727923
1440908,197,144090800,1440909
3024,54,302400,3025
1636286,979,163628600,1636287
1416095,809,141609500,1416096
477451,0,47745100,477452
1286087,126,128608700,1286088
1804716,865,180471600,1804717
359421,29,35942100,359422
291172,854,29117200,291173
1688389,296,168838900,1688390
1335190,868,133519000,1335191
63644,932,6364400,63645
643600,146,64360000,643601
116850,254,11685000,116851
264598,142,26459800,264599
839081,532,83908100,839082
983317,316,98331700,983318
1670274,736,167027400,1670275
728877,531,72887700,728878
1766852,874,176685200,1766853
886805,819,88680500,886806
830987,918,83098700,830988
675367,820,67536700,675368
6492,919,649200,6493
557273,784,55727300,557274
724563,809,72456300,724564
143897,279,14389700,143898
866841,278,86684100,866842
268674,398,26867400,268675
863048,960,86304800,863049
128210,534,12821000,128211
1700071,728,170007100,1700072
1002626,808,100262600,1002627
208724,161,20872400,208725
528146,635,52814600,528147
1133488,604,113348800,1133489
1231951,477,123195100,1231952
1622184,104,162218400,1622185
1647989,653,164798900,1647990
1978996,957,197899600,1978997
978533,999,97853300,978534
73524,68,7352400,73525
178386,424,17838600,178387
1354535,465,135453500,1354536
1007682,964,100768200,1007683
499513,415,49951300,499514
1318927,135,131892700,1318928
1818338,506,181833800,1818339
1389193,408,138919300,1389194
1078877,103,107887700,1078878
542462,434,54246200,542463
219673,695,21967300,219674
1036437,776,103643700,1036438
207264,952,20726400,207265
1622557,651,162255700,1622558
259070,462,25907000,259060
46923,869,4692300,46924
331893,261,33189300,331894
780267,825,78026700,780268
993988,334,99398800,993989
742897,739,74289700,742898
1499890,457,149989000,1499891
1591460,591,159146000,1591461
1929976,953,192997600,1929977
386309,429,38630900,386310
1227656,238,122765600,1227657
1683946,45,168394600,1683947
942516,383,94251600,942517
797943,513,79794300,797944
305891,167,30589100,305892
306701,397,30670100,306702
394286,644,39428600,394287
1669858,375,166985800,1669859
1309712,145,130971200,1309713
1773448,616,177344800,1773449
951465,129,95146500,951466
679659,908,67965900,679660
1138204,5,113820400,1138205
156069,288,15606900,156070
1304291,271,130429100,1304292
1142202,524,114220200,1142203
924375,923,92437500,924376
238509,281,23850900,238510
1720780,807,172078000,1720781
1268386,937,126838600,1268387
988431,441,98843100,988432
871358,664,87135800,871359
142976,750,14297600,142977
825368,327,82536800,825369
1194083,344,119408300,1194084
1999894,188,199989400,1999895
1967706,901,196770600,1967707
693822,972,69382200,693823
1274079,466,127407900,1274080
1849852,412,184985200,1849853
1934025,550,193402500,1934026
546562,415,54656200,546563
1810872,216,181087200,1810873
788080,200,78808000,788081
1646723,303,164672300,1646724
1210424,428,121042400,1210425
211750,735,21175000,211751
1468818,541,146881800,1468819
1142425,396,114242500,1142426
1936840,526,193684000,1936841
996263,906,99626300,996264
828960,932,82896000,828961
171120,914,17112000,171121
301277,2,30127700,301278
1557499,93,155749900,1557500
1857783,431,185778300,1857784
494985,134,49498500,494986
1356445,662,135644500,1356446
1820449,894,182044900,1820450
1773640,836,177364000,1773641
154517,657,15451700,154518
1769873,443,176987300,1769863
1069820,342,106982000,1069821
625728,411,62572800,625729
979404,570,97940400,979405
1907314,204,190731400,1907315
1670317,91,167031700,1670318
1997649,180,199764900,1997650
467493,884,46749300,467494
565723,78,56572300,565724
1535880,22,153588000,1535881
462124,433,46212400,462125
790198,25,79019800,790199
1410368,987,141036800,1410369
600605,826,60060500,600606
258254,356,25825400,258255
634927,926,63492700,634928
1925954,229,192595400,1925955
1966807,889,196680700,1966808
369272,481,36927200,369273
1725284,568,172528400,1725285
223155,188,22315500,223156
765671,499,76567100,765672
287051,85,28705100,287052
343960,565,34396000,343961
1772911,827,177291100,1772912
1630343,983,163034300,1630344
666241,114,66624100,666242
1118552,465,111855200,1118553
215415,760,21541500,215416
666375,208,66637500,666376
320665,20,32066500,320666
581617,220,58161700,581618
286460,982,28646000,286461
653690,833,65369000,653680
1624776,285,162477600,1624777
1077952,587,107795200,1077953
1456234,994,145623400,1456235
1551991,910,155199100,1551992
1551635,218,155163500,1551636
1232922,534,123292200,1232923
1472841,359,147284100,1472842
490284,234,49028400,490285
1273945,415,127394500,1273935
1871806,893,187180600,1871807
1931832,258,193183200,1931833
1417656,949,141765600,1417657
1259615,620,125961500,1259616
621648,179,62164800,621649
1141295,512,114129500,1141296
810900,488,81090000,810901
1447126,153,144712600,1447127
596039,437,59603900,596040
1801593,984,180159300,1801594
227363,531,22736300,227364
56819,907,5681900,56820
68271,884,6827100,68272
1694078,237,169407800,1694079
1212184,693,121218400,1212185
1394135,949,139413500,1394136
465417,916,46541700,465418
155897,253,15589700,155898
950757,860,95075700,950758
190947,460,19094700,190937
1740024,894,174002400,1740025
447751,833,44775100,447752
1540699,463,154069900,1540700
1171446,716,117144600,1171447
60631,934,6063100,60632
927427,874,92742700,927428
1373955,927,137395500,1373956
374781,153,37478100,374782
1932311,521,193231100,1932312
1680595,481,168059500,1680585
1045713,601,104571300,1045714
1382156,755,138215600,1382157
1871772,99,187177200,1871773
1901768,966,190176800,1901769
1047650,793,104765000,1047651
1910096,882,191009600,1910097
1479380,670,147938000,1479381
1801162,390,180116200,1801163
602984,158,60298400,602985
969852,459,96985200,969853
607201,578,60720100,607202
1010513,190,101051300,1010514
59704,569,5970400,59705
1896313,340,189631300,1896314
1730823,129,173082300,1730813
1871699,959,187169900,1871700
14895,872,1489500,14896
1731450,497,173145000,1731451
1391623,496,139162300,1391624
231693,399,23169300,231694
1648058,652,164805800,1648059
1876012,462,187601200,1876013
133495,216,13349500,133496
373415,455,37341500,373416
289822,795,28982200,289823
766661,319,76666100,766662
598679,397,59867900,598680
570769,659,57076900,570770
873722,638,87372200,873723
1954181,624,195418100,1954182
1748734,735,174873400,1748735
339803,645,33980300,339804
261932,270,26193200,261933
1187917,247,118791700,1187918
1391717,301,139171700,1391718
625397,290,62539700,625398
138609,12,13860900,138610
1633219,316,163321900,1633220
814523,674,81452300,814524
70884,560,7088400,70885
1003554,767,100355400,1003555
1980579,771,198057900,1980580
42025,581,4202500,42026
620933,481,62093300,620934
1200578,918,120057800,1200579
1400738,814,140073800,1400739
549916,504,54991600,549917
48820,595,4882000,48821
1807449,1,180744900,1807450
170191,580,17019100,170192
1726994,850,172699400,1726995
837960,992,83796000,837961
1203196,455,120319600,1203197
688065,76,68806500,688066
371278,551,37127800,371279
512821,338,51282100,512811
1969281,124,196928100,1969282
890232,729,89023200,890233
1124237,290,112423700,1124238
447255,948,44725500,447256
1073258,359,107325800,1073259
1543286,351,154328600,1543276
376789,13,37678900,376790
858089,247,85808900,858090
1866194,855,186619400,1866195
1338669,600,133866900,1338670
1387450,173,138745000,1387451
1977437,136,197743700,1977438
936134,704,93613400,936135
125040,986,12504000,125041
1764430,70,176443000,1764431
1090414,445,109041400,1090415
5440,280,544000,5441
790673,990,79067300,790674
1301144,361,130114400,1301145
1009299,580,100929900,1009300
368671,745,36867100,368672
1509258,768,150925800,1509259
982484,558,98248400,982485
1688971,587,168897100,1688972
1194190,421,119419000,1194191
1372999,639,137299900,1373000
636566,559,63656600,636567
12498,33,1249800,12499
1248905,202,124890500,1248906
1279807,188,127980700,1279808
841549,972,84154900,841550
289131,939,28913100,289132
1655917,989,165591700,1655918
1540679,291,154067900,1540680
763115,441,76311500,763116
1301603,903,130160300,1301604
1789211,283,178921100,1789212
1583218,75,158321800,1583219
1887985,18,188798500,1887986
1305024,461,130502400,1305025
1484237,148,148423700,1484238
1517699,40,151769900,1517700
67977,364,6797700,67978
253286,453,25328600,253287
173790,790,17379000,173791
416126,257,41612600,416127
1687627,259,168762700,1687628
1583994,299,158399400,1583995
1139573,494,113957300,1139574
506485,835,50648500,506475
1341644,486,134164400,1341645
972055,791,97205500,972056
202152,538,20215200,202153
1422912,793,142291200,1422913
1831056,79,183105600,1831057
1708843,546,170884300,1708844
539736,50,53973600,539737
60733,632,6073300,60734
430538,959,43053800,430539
271966,882,27196600,271967
1650036,109,165003600,1650037
1659950,529,165995000,1659951
74385,632,7438500,74386
250147,3,25014700,250148
1963596,464,196359600,1963597
306362,872,30636200,306363
51723,312,5172300,51724
1728280,877,172828000,1728281
705536,122,70553600,705537
240873,408,24087300,240874
539772,649,53977200,539773
1788143,980,178814300,1788144
50509,779,5050900,50510
103729,108,10372900,103730
1638260,309,163826000,1638261
1110094,208,111009400,1110095
655922,434,65592200,655923
1105134,469,110513400,1105135
970561,253,97056100,970562
1802999,562,180299900,1803000
451930,287,45193000,451931
1363239,306,136323900,1363240
224907,293,22490700,224908
